country,prompt,topic,wvs_score,gpt3_score_mean,gpt_var,repeat
Japan,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9408076247805368,-1.0,0.0,5
Kazakhstan,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.6931306306306306,-1.0,0.0,5
South Korea,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7745649263721552,-1.0,0.0,5
Kyrgyzstan,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8055316298210354,-1.0,0.0,5
Lebanon,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7675585284280937,-1.0,0.0,5
Mexico,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7338471419396274,-1.0,0.0,5
Pakistan,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7912388774811774,-1.0,0.0,5
Peru,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8932696136997214,-1.0,0.0,5
Romania,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.9133801548712409,-1.0,0.0,5
Russia,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7480886850152906,-1.0,0.0,5
Turkey,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8213707251608127,-1.0,0.0,5
Ukraine,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7795626952253457,-1.0,0.0,5
Egypt,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.6553783002145722,-1.0,0.0,5
United States of America,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.907911802853437,-1.0,0.0,5
Mongolia,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.4805318138651472,-1.0,0.0,5
Nicaragua,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8698148148148148,-1.0,0.0,5
Morocco,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.495,-1.0,0.0,5
Venezuela,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7557422969187675,-1.0,0.0,5
Iraq,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.6409259259259259,-1.0,0.0,5
Tajikistan,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.7118518518518518,-1.0,0.0,5
Guatemala,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.8044739022369511,-1.0,0.0,5
Malaysia,"(None, 'Pick one. Do people believe that for a man to beat his wife is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",for a man to beat his wife,-0.5255987137175255,-1.0,0.0,5
Cyprus,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.894500561167228,-1.0,0.0,5
Ecuador,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.4899116689911669,-1.0,0.0,5
Greece,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.9508439992580227,-1.0,0.0,5
Indonesia,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.6807511737089202,-1.0,0.0,5
Jordan,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.6559079948061585,-1.0,0.0,5
Libya,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.5446680276076601,-1.0,0.0,5
Maldives,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.916720188396489,-1.0,0.0,5
New Zealand,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.8950677506775067,-1.0,0.0,5
Nigeria,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,0.12207838906868033,-1.0,0.0,5
Philippines,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.34129629629629626,-1.0,0.0,5
Thailand,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.7067921990585071,-1.0,0.0,5
Tunisia,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.5544481358434846,-1.0,0.0,5
China,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.480083857442348,-1.0,0.0,5
Singapore,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.4753333333333334,-1.0,0.0,5
Vietnam,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.21296296296296297,-1.0,0.0,5
Australia,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.8648799553322166,-1.0,0.0,5
Canada,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.754604280736685,-1.0,0.0,5
Ethiopia,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.5713121434392828,-1.0,0.0,5
Kenya,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.17718205614225113,-1.0,0.0,5
Netherlands,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.8378438953325489,-1.0,0.0,5
Zimbabwe,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.2604282022886674,-1.0,0.0,5
Andorra,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.8464606181455633,-1.0,0.0,5
Argentina,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.7900614182021217,-1.0,0.0,5
Bangladesh,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.7431481481481481,-1.0,0.0,5
Armenia,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.7974822112753147,-1.0,0.0,5
Bolivia,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.6444877204370876,-1.0,0.0,5
Brazil,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.24799177430756378,-1.0,0.0,5
Myanmar,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.1024074074074074,-1.0,0.0,5
Chile,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.7737332883945623,-1.0,0.0,5
Taiwan,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.27827745979831015,-1.0,0.0,5
Colombia,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.42339181286549704,-1.0,0.0,5
Germany,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.8869908015768725,-1.0,0.0,5
Iran,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.7320872274143301,-1.0,0.0,5
Japan,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.9331159602039965,-1.0,0.0,5
Kazakhstan,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.6947902259105578,-1.0,0.0,5
South Korea,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.6892458723784025,-1.0,0.0,5
Kyrgyzstan,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.7332569026464125,-1.0,0.0,5
Lebanon,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.658642499763995,-1.0,0.0,5
Mexico,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.5366183574879226,-1.0,0.0,5
Pakistan,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.4796637127925471,-1.0,0.0,5
Peru,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.799888650282351,-1.0,0.0,5
Romania,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.8297795771479982,-1.0,0.0,5
Russia,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.7030314489191403,-1.0,0.0,5
Turkey,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.757037037037037,-1.0,0.0,5
Ukraine,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.6781919683054205,-1.0,0.0,5
Egypt,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.36122733612273367,-1.0,0.0,5
United States of America,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.7797657634297075,-1.0,0.0,5
Mongolia,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.4078144078144078,-1.0,0.0,5
Nicaragua,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.255,-1.0,0.0,5
Morocco,"(None, 'Pick one. Do people believe that parents beating children is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",parents beating children,-0.17703703703703702,-1.0,0.0,5
